transcript_ref,transcript_base,transcript_version
NM_033395.2,NM_033395,2
NM_033396.3,NM_033396,3
NM_033397.4,NM_033397,4
NM_033400.3,NM_033400,3
NM_033401.5,NM_033401,5
NM_033402.5,NM_033402,5
NM_033403.1,NM_033403,1
NM_033404.2,NM_033404,2
NM_033405.3,NM_033405,3
NM_033406.4,NM_033406,4
NM_033407.4,NM_033407,4
NM_033408.4,NM_033408,4
NM_033409.4,NM_033409,4
NM_033410.4,NM_033410,4
NM_033411.5,NM_033411,5
NM_033412.4,NM_033412,4
NM_033413.4,NM_033413,4
NM_033414.3,NM_033414,3
NM_033415.4,NM_033415,4
NM_033416.3,NM_033416,3
NM_033417.2,NM_033417,2
NM_033418.4,NM_033418,4
NM_033419.5,NM_033419,5
NM_033420.4,NM_033420,4
NM_033421.4,NM_033421,4
NM_033423.5,NM_033423,5
NM_033424.1,NM_033424,1
NM_033425.5,NM_033425,5
NM_033426.3,NM_033426,3
NM_033427.3,NM_033427,3
NM_033428.3,NM_033428,3
NM_033429.3,NM_033429,3
NM_033430.3,NM_033430,3
NM_033431.1,NM_033431,1
NM_033437.4,NM_033437,4
NM_033438.4,NM_033438,4
NM_033439.4,NM_033439,4
NM_033440.3,NM_033440,3
NM_033445.3,NM_033445,3
NM_033446.3,NM_033446,3
NM_033448.3,NM_033448,3
NM_033449.3,NM_033449,3
NM_033450.3,NM_033450,3
NM_033452.3,NM_033452,3
NM_033453.4,NM_033453,4
NM_033455.2,NM_033455,2
NM_033456.1,NM_033456,1
NM_033467.4,NM_033467,4
NM_033468.4,NM_033468,4
NM_033480.3,NM_033480,3
NM_033481.3,NM_033481,3
NM_033482.4,NM_033482,4
NM_033484.3,NM_033484,3
NM_033486.3,NM_033486,3
NM_033487.3,NM_033487,3
NM_033488.1,NM_033488,1
NM_033489.3,NM_033489,3
NM_033490.3,NM_033490,3
NM_033492.1,NM_033492,1
NM_033493.1,NM_033493,1
NM_033495.4,NM_033495,4
NM_033496.3,NM_033496,3
NM_033497.3,NM_033497,3
NM_033498.3,NM_033498,3
NM_033500.2,NM_033500,2
NM_033501.1,NM_033501,1
NM_033502.4,NM_033502,4
NM_033503.4,NM_033503,4
NM_033504.4,NM_033504,4
NM_033505.4,NM_033505,4
NM_033506.3,NM_033506,3
NM_033507.3,NM_033507,3
NM_033508.3,NM_033508,3
NM_033510.3,NM_033510,3
NM_033512.3,NM_033512,3
NM_033513.3,NM_033513,3
NM_033514.5,NM_033514,5
NM_033515.3,NM_033515,3
NM_033516.6,NM_033516,6
NM_033517.1,NM_033517,1
NM_033518.4,NM_033518,4
NM_033519.1,NM_033519,1
NM_033520.3,NM_033520,3
NM_033527.1,NM_033527,1
NM_033528.1,NM_033528,1
NM_033529.4,NM_033529,4
NM_033531.1,NM_033531,1
NM_033532.1,NM_033532,1
NM_033534.1,NM_033534,1
NM_033535.2,NM_033535,2
NM_033536.1,NM_033536,1
NM_033537.1,NM_033537,1
NM_033540.3,NM_033540,3
NM_033542.4,NM_033542,4
NM_033543.6,NM_033543,6
NM_033544.3,NM_033544,3
NM_033546.4,NM_033546,4
NM_033547.4,NM_033547,4
NM_033548.1,NM_033548,1
NM_033549.5,NM_033549,5
NM_033550.4,NM_033550,4
NM_033551.3,NM_033551,3
NM_033553.3,NM_033553,3
NM_033554.4,NM_033554,4
NM_033557.3,NM_033557,3
NM_033624.3,NM_033624,3
NM_033625.4,NM_033625,4
NM_033626.3,NM_033626,3
NM_033627.3,NM_033627,3
NM_033628.2,NM_033628,2
NM_033629.6,NM_033629,6
NM_033630.3,NM_033630,3
NM_033631.5,NM_033631,5
NM_033632.3,NM_033632,3
NM_033633.2,NM_033633,2
NM_033634.2,NM_033634,2
NM_033635.2,NM_033635,2
NM_033636.2,NM_033636,2
NM_033637.4,NM_033637,4
NM_033640.2,NM_033640,2
NM_033641.4,NM_033641,4
NM_033642.3,NM_033642,3
NM_033643.3,NM_033643,3
NM_033644.3,NM_033644,3
NM_033645.3,NM_033645,3
NM_033646.4,NM_033646,4
NM_033647.5,NM_033647,5
NM_033649.1,NM_033649,1
NM_033655.5,NM_033655,5
NM_033656.4,NM_033656,4
NM_033657.2,NM_033657,2
NM_033658.1,NM_033658,1
NM_033659.1,NM_033659,1
NM_033660.1,NM_033660,1
NM_033661.5,NM_033661,5
NM_033662.2,NM_033662,2
NM_033663.6,NM_033663,6
NM_033664.1,NM_033664,1
NM_033666.2,NM_033666,2
NM_033667.2,NM_033667,2
NM_033668.2,NM_033668,2
NM_033669.2,NM_033669,2
NM_033670.4,NM_033670,4
NM_033671.1,NM_033671,1
NM_037370.2,NM_037370,2
NM_044472.3,NM_044472,3
NM_048368.4,NM_048368,4
NM_052811.4,NM_052811,4
NM_052812.1,NM_052812,1
NM_052813.5,NM_052813,5
NM_052814.4,NM_052814,4
NM_052815.1,NM_052815,1
NM_052816.2,NM_052816,2
NM_052817.3,NM_052817,3
NM_052818.3,NM_052818,3
NM_052819.3,NM_052819,3
NM_052820.4,NM_052820,4
NM_052821.4,NM_052821,4
NM_052822.2,NM_052822,2
NM_052825.1,NM_052825,1
NM_052826.1,NM_052826,1
NM_052827.4,NM_052827,4
NM_052828.3,NM_052828,3
NM_052830.3,NM_052830,3
NM_052831.3,NM_052831,3
NM_052832.4,NM_052832,4
NM_052834.3,NM_052834,3
NM_052836.4,NM_052836,4
NM_052837.3,NM_052837,3
NM_052838.6,NM_052838,6
NM_052839.4,NM_052839,4
NM_052840.5,NM_052840,5
NM_052841.4,NM_052841,4
NM_052842.2,NM_052842,2
NM_052843.4,NM_052843,4
NM_052844.4,NM_052844,4
NM_052845.4,NM_052845,4
NM_052846.2,NM_052846,2
NM_052847.3,NM_052847,3
NM_052848.3,NM_052848,3
NM_052849.5,NM_052849,5
NM_052850.4,NM_052850,4
NM_052851.3,NM_052851,3
NM_052852.4,NM_052852,4
NM_052853.4,NM_052853,4
NM_052854.4,NM_052854,4
NM_052855.4,NM_052855,4
NM_052856.1,NM_052856,1
NM_052857.4,NM_052857,4
NM_052858.6,NM_052858,6
NM_052859.4,NM_052859,4
NM_052860.4,NM_052860,4
NM_052861.2,NM_052861,2
NM_052862.4,NM_052862,4
NM_052863.3,NM_052863,3
NM_052864.3,NM_052864,3
NM_052865.4,NM_052865,4
NM_052866.5,NM_052866,5
NM_052867.4,NM_052867,4
NM_052868.6,NM_052868,6
NM_052869.1,NM_052869,1
NM_052870.4,NM_052870,4
NM_052871.3,NM_052871,3
NM_052872.4,NM_052872,4
NM_052873.3,NM_052873,3
NM_052874.5,NM_052874,5
NM_052875.5,NM_052875,5
NM_052876.4,NM_052876,4
NM_052877.5,NM_052877,5
NM_052878.1,NM_052878,1
NM_052879.5,NM_052879,5
NM_052880.5,NM_052880,5
NM_052881.2,NM_052881,2
NM_052882.1,NM_052882,1
NM_052883.3,NM_052883,3
NM_052884.3,NM_052884,3
NM_052885.4,NM_052885,4
NM_052886.3,NM_052886,3
NM_052887.2,NM_052887,2
NM_052888.3,NM_052888,3
NM_052889.4,NM_052889,4
NM_052890.4,NM_052890,4
NM_052891.3,NM_052891,3
NM_052892.5,NM_052892,5
NM_052893.2,NM_052893,2
NM_052896.5,NM_052896,5
NM_052897.4,NM_052897,4
NM_052898.2,NM_052898,2
NM_052899.3,NM_052899,3
NM_052900.3,NM_052900,3
NM_052901.5,NM_052901,5
NM_052902.4,NM_052902,4
NM_052903.6,NM_052903,6
NM_052904.4,NM_052904,4
NM_052905.4,NM_052905,4
NM_052906.5,NM_052906,5
NM_052907.3,NM_052907,3
NM_052909.5,NM_052909,5
NM_052910.2,NM_052910,2
NM_052911.3,NM_052911,3
NM_052913.3,NM_052913,3
NM_052916.3,NM_052916,3
NM_052917.4,NM_052917,4
NM_052918.5,NM_052918,5
NM_052920.2,NM_052920,2
NM_052923.2,NM_052923,2
NM_052924.3,NM_052924,3
NM_052925.4,NM_052925,4
NM_052926.3,NM_052926,3
NM_052927.4,NM_052927,4
NM_052928.3,NM_052928,3
NM_052929.2,NM_052929,2
NM_052931.5,NM_052931,5
NM_052932.3,NM_052932,3
NM_052933.4,NM_052933,4
NM_052934.4,NM_052934,4
NM_052935.5,NM_052935,5
NM_052936.5,NM_052936,5
NM_052937.4,NM_052937,4
NM_052938.5,NM_052938,5
NM_052939.4,NM_052939,4
NM_052940.5,NM_052940,5
NM_052941.5,NM_052941,5
NM_052942.5,NM_052942,5
NM_052943.4,NM_052943,4
NM_052944.4,NM_052944,4
NM_052945.4,NM_052945,4
NM_052946.4,NM_052946,4
NM_052947.4,NM_052947,4
NM_052948.4,NM_052948,4
NM_052949.2,NM_052949,2
NM_052950.4,NM_052950,4
NM_052951.3,NM_052951,3
NM_052952.3,NM_052952,3
NM_052953.4,NM_052953,4
NM_052954.5,NM_052954,5
NM_052955.3,NM_052955,3
NM_052956.3,NM_052956,3
NM_052957.5,NM_052957,5
NM_052958.4,NM_052958,4
NM_052959.3,NM_052959,3
NM_052960.3,NM_052960,3
NM_052961.4,NM_052961,4
NM_052962.3,NM_052962,3
NM_052963.3,NM_052963,3
NM_052964.4,NM_052964,4
NM_052965.4,NM_052965,4
NM_052966.4,NM_052966,4
NM_052967.2,NM_052967,2
NM_052968.5,NM_052968,5
NM_052969.3,NM_052969,3
NM_052970.5,NM_052970,5
NM_052971.3,NM_052971,3
NM_052972.3,NM_052972,3
NM_052978.5,NM_052978,5
NM_052984.1,NM_052984,1
NM_052985.4,NM_052985,4
NM_052987.4,NM_052987,4
NM_052988.5,NM_052988,5
NM_052989.3,NM_052989,3
NM_052990.3,NM_052990,3
NM_052995.2,NM_052995,2
NM_052996.2,NM_052996,2
NM_052997.3,NM_052997,3
NM_052998.4,NM_052998,4
NM_052999.4,NM_052999,4
NM_053000.1,NM_053000,1
NM_053001.4,NM_053001,4
NM_053002.6,NM_053002,6
NM_053003.4,NM_053003,4
NM_053004.3,NM_053004,3
NM_053005.5,NM_053005,5
NM_053006.5,NM_053006,5
NM_053013.4,NM_053013,4
NM_053016.6,NM_053016,6
NM_053017.5,NM_053017,5
NM_053023.5,NM_053023,5
NM_053024.4,NM_053024,4
NM_053025.4,NM_053025,4
NM_053026.4,NM_053026,4
NM_053027.4,NM_053027,4
NM_053028.4,NM_053028,4
NM_053029.2,NM_053029,2
NM_053030.2,NM_053030,2
NM_053031.4,NM_053031,4
NM_053032.4,NM_053032,4
NM_053034.2,NM_053034,2
NM_053035.3,NM_053035,3
NM_053036.3,NM_053036,3
NM_053039.2,NM_053039,2
NM_053040.1,NM_053040,1
NM_053041.3,NM_053041,3
NM_053042.3,NM_053042,3
NM_053043.3,NM_053043,3
NM_053044.5,NM_053044,5
NM_053045.2,NM_053045,2
NM_053046.4,NM_053046,4
NM_053047.1,NM_053047,1
NM_053049.4,NM_053049,4
NM_053050.5,NM_053050,5
NM_053051.5,NM_053051,5
NM_053052.4,NM_053052,4
NM_053053.4,NM_053053,4
NM_053054.4,NM_053054,4
NM_053055.5,NM_053055,5
NM_053056.3,NM_053056,3
NM_053064.5,NM_053064,5
NM_053067.3,NM_053067,3
NM_053274.3,NM_053274,3
NM_053275.4,NM_053275,4
NM_053276.4,NM_053276,4
NM_053277.3,NM_053277,3
NM_053278.3,NM_053278,3
NM_053279.3,NM_053279,3
NM_053280.5,NM_053280,5
NM_053281.3,NM_053281,3
NM_053282.5,NM_053282,5
NM_053283.4,NM_053283,4
NM_053284.3,NM_053284,3
NM_053285.2,NM_053285,2
NM_053286.1,NM_053286,1
NM_054012.4,NM_054012,4
NM_054013.3,NM_054013,3
NM_054014.4,NM_054014,4
NM_054016.4,NM_054016,4
NM_054017.2,NM_054017,2
NM_054020.3,NM_054020,3
NM_054021.2,NM_054021,2
NM_054022.4,NM_054022,4
NM_054023.5,NM_054023,5
NM_054024.4,NM_054024,4
NM_054025.3,NM_054025,3
NM_054026.4,NM_054026,4
NM_054027.6,NM_054027,6
NM_054028.2,NM_054028,2
NM_054029.1,NM_054029,1
NM_054030.4,NM_054030,4
NM_054031.4,NM_054031,4
NM_054032.3,NM_054032,3
NM_054033.4,NM_054033,4
NM_054034.3,NM_054034,3
NM_054035.2,NM_054035,2
NM_054104.2,NM_054104,2
NM_054105.2,NM_054105,2
NM_054106.1,NM_054106,1
NM_054107.1,NM_054107,1
NM_054108.4,NM_054108,4
NM_054110.5,NM_054110,5
NM_054111.5,NM_054111,5
NM_054112.3,NM_054112,3
NM_054113.4,NM_054113,4
NM_054114.5,NM_054114,5
NM_057088.3,NM_057088,3
NM_057089.2,NM_057089,2
NM_057090.3,NM_057090,3
NM_057091.3,NM_057091,3
NM_057092.2,NM_057092,2
NM_057093.2,NM_057093,2
NM_057094.2,NM_057094,2
NM_057095.3,NM_057095,3
NM_057096.4,NM_057096,4
NM_057157.2,NM_057157,2
NM_057158.4,NM_057158,4
NM_057159.4,NM_057159,4
NM_057160.2,NM_057160,2
NM_057161.4,NM_057161,4
NM_057162.3,NM_057162,3
NM_057163.2,NM_057163,2
NM_057164.5,NM_057164,5
NM_057165.5,NM_057165,5
NM_057166.5,NM_057166,5
NM_057167.4,NM_057167,4
NM_057168.2,NM_057168,2
NM_057169.5,NM_057169,5
NM_057170.5,NM_057170,5
NM_057174.3,NM_057174,3
NM_057175.5,NM_057175,5
NM_057176.3,NM_057176,3
NM_057177.7,NM_057177,7
NM_057178.3,NM_057178,3
NM_057179.3,NM_057179,3
NM_057180.3,NM_057180,3
NM_057182.1,NM_057182,1
NM_057735.1,NM_057735,1
NM_057749.3,NM_057749,3
NM_058004.4,NM_058004,4
NM_058163.3,NM_058163,3
NM_058164.4,NM_058164,4
NM_058165.3,NM_058165,3
NM_058166.5,NM_058166,5
NM_058167.3,NM_058167,3
NM_058168.2,NM_058168,2
NM_058169.6,NM_058169,6
NM_058170.4,NM_058170,4
NM_058171.2,NM_058171,2
NM_058172.6,NM_058172,6
NM_058173.3,NM_058173,3
NM_058174.3,NM_058174,3
NM_058175.3,NM_058175,3
NM_058176.2,NM_058176,2
NM_058177.2,NM_058177,2
NM_058178.1,NM_058178,1
NM_058179.4,NM_058179,4
NM_058180.5,NM_058180,5
NM_058181.3,NM_058181,3
NM_058182.5,NM_058182,5
NM_058183.2,NM_058183,2
NM_058184.1,NM_058184,1
NM_058186.4,NM_058186,4
NM_058187.5,NM_058187,5
NM_058188.1,NM_058188,1
NM_058189.1,NM_058189,1
NM_058190.4,NM_058190,4
NM_058191.3,NM_058191,3
NM_058192.3,NM_058192,3
NM_058193.1,NM_058193,1
NM_058195.4,NM_058195,4
NM_058196.1,NM_058196,1
NM_058197.5,NM_058197,5
NM_058199.2,NM_058199,2
NM_058200.4,NM_058200,4
NM_058201.4,NM_058201,4
NM_058202.4,NM_058202,4
NM_058203.4,NM_058203,4
NM_058206.5,NM_058206,5
NM_058207.4,NM_058207,4
NM_058216.3,NM_058216,3
NM_058217.1,NM_058217,1
NM_058219.3,NM_058219,3
NM_058222.3,NM_058222,3
NM_058229.4,NM_058229,4
NM_058230.3,NM_058230,3
NM_058237.2,NM_058237,2
NM_058238.3,NM_058238,3
NM_058240.4,NM_058240,4
NM_058241.3,NM_058241,3
NM_058242.1,NM_058242,1
NM_058243.3,NM_058243,3
NM_058244.4,NM_058244,4
NM_058246.4,NM_058246,4
NM_058248.2,NM_058248,2
NM_058253.1,NM_058253,1
NM_078467.3,NM_078467,3
NM_078468.3,NM_078468,3
NM_078469.3,NM_078469,3
NM_078470.6,NM_078470,6
NM_078471.4,NM_078471,4
NM_078473.3,NM_078473,3
NM_078474.3,NM_078474,3
NM_078476.4,NM_078476,4
NM_078480.3,NM_078480,3
NM_078481.4,NM_078481,4
NM_078483.4,NM_078483,4
NM_078485.4,NM_078485,4
NM_078487.2,NM_078487,2
NM_078488.3,NM_078488,3
NM_078625.2,NM_078625,2
NM_078626.3,NM_078626,3
NM_078628.2,NM_078628,2
NM_078629.4,NM_078629,4
NM_078630.1,NM_078630,1
NM_079420.3,NM_079420,3
NM_079421.3,NM_079421,3
NM_079422.3,NM_079422,3
NM_079423.4,NM_079423,4
NM_079424.1,NM_079424,1
NM_079425.1,NM_079425,1
NM_079834.4,NM_079834,4
NM_079836.1,NM_079836,1
NM_079837.3,NM_079837,3
NM_080282.4,NM_080282,4
NM_080283.4,NM_080283,4
NM_080284.3,NM_080284,3
NM_080385.5,NM_080385,5
NM_080386.4,NM_080386,4
NM_080387.5,NM_080387,5
NM_080388.3,NM_080388,3
NM_080389.3,NM_080389,3
NM_080390.4,NM_080390,4
NM_080391.4,NM_080391,4
NM_080392.2,NM_080392,2
NM_080413.3,NM_080413,3
NM_080414.1,NM_080414,1
NM_080415.4,NM_080415,4
NM_080416.4,NM_080416,4
NM_080417.1,NM_080417,1
NM_080422.3,NM_080422,3
NM_080423.3,NM_080423,3
NM_080424.4,NM_080424,4
NM_080425.4,NM_080425,4
NM_080426.4,NM_080426,4
NM_080429.3,NM_080429,3
NM_080430.4,NM_080430,4
NM_080431.5,NM_080431,5
NM_080432.1,NM_080432,1
NM_080473.5,NM_080473,5
NM_080474.2,NM_080474,2
NM_080475.5,NM_080475,5
NM_080476.5,NM_080476,5
NM_080489.5,NM_080489,5
NM_080491.3,NM_080491,3
NM_080538.2,NM_080538,2
NM_080539.4,NM_080539,4
NM_080540.3,NM_080540,3
NM_080541.2,NM_080541,2
NM_080542.2,NM_080542,2
NM_080543.2,NM_080543,2
NM_080544.2,NM_080544,2
NM_080545.1,NM_080545,1
NM_080546.5,NM_080546,5
NM_080548.5,NM_080548,5
NM_080549.4,NM_080549,4
NM_080550.5,NM_080550,5
NM_080551.1,NM_080551,1
NM_080552.3,NM_080552,3
NM_080564.1,NM_080564,1
NM_080571.2,NM_080571,2
NM_080574.4,NM_080574,4
NM_080588.3,NM_080588,3
NM_080589.1,NM_080589,1
NM_080590.4,NM_080590,4
NM_080591.3,NM_080591,3
NM_080592.3,NM_080592,3
NM_080593.2,NM_080593,2
NM_080594.4,NM_080594,4
NM_080596.3,NM_080596,3
NM_080597.4,NM_080597,4
NM_080598.6,NM_080598,6
NM_080599.3,NM_080599,3
NM_080600.3,NM_080600,3
NM_080601.3,NM_080601,3
NM_080603.5,NM_080603,5
NM_080604.3,NM_080604,3
NM_080605.4,NM_080605,4
NM_080606.4,NM_080606,4
NM_080607.3,NM_080607,3
NM_080608.4,NM_080608,4
NM_080610.3,NM_080610,3
NM_080611.5,NM_080611,5
NM_080612.4,NM_080612,4
NM_080614.2,NM_080614,2
NM_080615.1,NM_080615,1
NM_080616.6,NM_080616,6
NM_080617.6,NM_080617,6
NM_080618.4,NM_080618,4
NM_080621.5,NM_080621,5
NM_080622.4,NM_080622,4
NM_080625.4,NM_080625,4
NM_080626.6,NM_080626,6
NM_080627.4,NM_080627,4
NM_080628.3,NM_080628,3
NM_080629.3,NM_080629,3
NM_080630.4,NM_080630,4
NM_080631.4,NM_080631,4
NM_080632.3,NM_080632,3
NM_080645.3,NM_080645,3
NM_080646.2,NM_080646,2
NM_080647.1,NM_080647,1
NM_080648.3,NM_080648,3
NM_080649.3,NM_080649,3
NM_080650.4,NM_080650,4
NM_080651.4,NM_080651,4
NM_080652.4,NM_080652,4
NM_080653.3,NM_080653,3
NM_080654.3,NM_080654,3
NM_080655.3,NM_080655,3
NM_080656.3,NM_080656,3
NM_080657.5,NM_080657,5
NM_080658.2,NM_080658,2
NM_080659.3,NM_080659,3
NM_080660.4,NM_080660,4
NM_080661.6,NM_080661,6
NM_080662.4,NM_080662,4
NM_080663.3,NM_080663,3
NM_080664.3,NM_080664,3
NM_080665.3,NM_080665,3
NM_080666.4,NM_080666,4
NM_080667.7,NM_080667,7
NM_080668.4,NM_080668,4
NM_080669.6,NM_080669,6
NM_080670.4,NM_080670,4
NM_080671.4,NM_080671,4
NM_080672.5,NM_080672,5
NM_080674.1,NM_080674,1
NM_080675.4,NM_080675,4
NM_080676.6,NM_080676,6
NM_080677.3,NM_080677,3
NM_080678.3,NM_080678,3
NM_080679.3,NM_080679,3
NM_080680.3,NM_080680,3
NM_080681.3,NM_080681,3
NM_080682.3,NM_080682,3
NM_080683.3,NM_080683,3
NM_080684.3,NM_080684,3
NM_080685.3,NM_080685,3
NM_080686.3,NM_080686,3
NM_080687.3,NM_080687,3
NM_080699.2,NM_080699,2
NM_080700.2,NM_080700,2
NM_080701.4,NM_080701,4
NM_080702.3,NM_080702,3
NM_080703.3,NM_080703,3
NM_080704.4,NM_080704,4
NM_080705.4,NM_080705,4
NM_080706.3,NM_080706,3
NM_080717.4,NM_080717,4
NM_080718.1,NM_080718,1
NM_080719.1,NM_080719,1
NM_080720.3,NM_080720,3
NM_080721.3,NM_080721,3
NM_080722.4,NM_080722,4
NM_080723.5,NM_080723,5
NM_080725.3,NM_080725,3
NM_080730.5,NM_080730,5
NM_080731.3,NM_080731,3
NM_080732.4,NM_080732,4
NM_080733.1,NM_080733,1
NM_080734.1,NM_080734,1
NM_080735.1,NM_080735,1
NM_080736.1,NM_080736,1
NM_080737.3,NM_080737,3
NM_080738.4,NM_080738,4
NM_080739.2,NM_080739,2
NM_080740.5,NM_080740,5
NM_080741.4,NM_080741,4
NM_080742.3,NM_080742,3
NM_080743.5,NM_080743,5
NM_080744.2,NM_080744,2
NM_080745.5,NM_080745,5
NM_080746.3,NM_080746,3
NM_080747.3,NM_080747,3
NM_080748.3,NM_080748,3
NM_080749.4,NM_080749,4
NM_080750.5,NM_080750,5
NM_080751.3,NM_080751,3
NM_080752.4,NM_080752,4
NM_080753.3,NM_080753,3
NM_080758.1,NM_080758,1
NM_080759.6,NM_080759,6
NM_080760.6,NM_080760,6
NM_080764.4,NM_080764,4
NM_080789.1,NM_080789,1
NM_080790.1,NM_080790,1
NM_080791.1,NM_080791,1
NM_080792.3,NM_080792,3
NM_080794.4,NM_080794,4
NM_080796.4,NM_080796,4
NM_080797.4,NM_080797,4
NM_080798.4,NM_080798,4
NM_080799.2,NM_080799,2
NM_080800.4,NM_080800,4
NM_080801.4,NM_080801,4
NM_080802.4,NM_080802,4
NM_080803.2,NM_080803,2
NM_080804.2,NM_080804,2
NM_080805.4,NM_080805,4
NM_080806.2,NM_080806,2
NM_080807.2,NM_080807,2
NM_080808.2,NM_080808,2
NM_080809.2,NM_080809,2
NM_080810.2,NM_080810,2
NM_080811.2,NM_080811,2
NM_080812.2,NM_080812,2
NM_080813.2,NM_080813,2
NM_080814.2,NM_080814,2
NM_080815.2,NM_080815,2
NM_080816.3,NM_080816,3
NM_080817.5,NM_080817,5
NM_080818.5,NM_080818,5
NM_080819.5,NM_080819,5
NM_080820.6,NM_080820,6
NM_080821.3,NM_080821,3
NM_080822.3,NM_080822,3
NM_080823.4,NM_080823,4
NM_080824.1,NM_080824,1
NM_080825.4,NM_080825,4
NM_080826.2,NM_080826,2
NM_080827.2,NM_080827,2
NM_080828.1,NM_080828,1
NM_080829.4,NM_080829,4
NM_080830.3,NM_080830,3
NM_080831.4,NM_080831,4
NM_080832.3,NM_080832,3
NM_080833.3,NM_080833,3
NM_080834.4,NM_080834,4
NM_080836.4,NM_080836,4
NM_080838.3,NM_080838,3
NM_080839.4,NM_080839,4
NM_080840.3,NM_080840,3
NM_080841.3,NM_080841,3
NM_080859.1,NM_080859,1
NM_080860.4,NM_080860,4
NM_080861.4,NM_080861,4
NM_080862.3,NM_080862,3
NM_080863.5,NM_080863,5
NM_080864.4,NM_080864,4
NM_080865.4,NM_080865,4
NM_080866.3,NM_080866,3
NM_080867.3,NM_080867,3
NM_080868.3,NM_080868,3
NM_080869.2,NM_080869,2
NM_080870.4,NM_080870,4
NM_080871.4,NM_080871,4
NM_080872.4,NM_080872,4
NM_080873.3,NM_080873,3
NM_080874.4,NM_080874,4
NM_080875.5,NM_080875,5
NM_080876.4,NM_080876,4
NM_080877.3,NM_080877,3
NM_080878.3,NM_080878,3
NM_080879.3,NM_080879,3
NM_080881.3,NM_080881,3
NM_080911.3,NM_080911,3
NM_080912.3,NM_080912,3
NM_080913.3,NM_080913,3
NM_080914.2,NM_080914,2
NM_080915.1,NM_080915,1
NM_080916.3,NM_080916,3
NM_080917.1,NM_080917,1
NM_080918.3,NM_080918,3
NM_080920.2,NM_080920,2
NM_080921.4,NM_080921,4
NM_080922.2,NM_080922,2
NM_080923.2,NM_080923,2
NM_080926.1,NM_080926,1
NM_080927.4,NM_080927,4
NM_080928.4,NM_080928,4
NM_100264.3,NM_100264,3
NM_100486.4,NM_100486,4
NM_101395.2,NM_101395,2
NM_106552.1,NM_106552,1
NM_130384.3,NM_130384,3
NM_130385.4,NM_130385,4
NM_130386.3,NM_130386,3
NM_130387.5,NM_130387,5
NM_130388.4,NM_130388,4
NM_130389.3,NM_130389,3
NM_130390.2,NM_130390,2
NM_130391.4,NM_130391,4
NM_130392.3,NM_130392,3
NM_130393.3,NM_130393,3
NM_130395.3,NM_130395,3
NM_130396.1,NM_130396,1
NM_130398.4,NM_130398,4
NM_130434.5,NM_130434,5
NM_130435.5,NM_130435,5
NM_130436.2,NM_130436,2
NM_130437.2,NM_130437,2
NM_130438.2,NM_130438,2
NM_130439.3,NM_130439,3
NM_130440.4,NM_130440,4
NM_130441.3,NM_130441,3
NM_130442.4,NM_130442,4
NM_130443.4,NM_130443,4
NM_130444.3,NM_130444,3
NM_130445.4,NM_130445,4
NM_130446.4,NM_130446,4
NM_130459.4,NM_130459,4
NM_130463.4,NM_130463,4
NM_130464.3,NM_130464,3
NM_130465.5,NM_130465,5
NM_130466.4,NM_130466,4
NM_130467.5,NM_130467,5
NM_130468.4,NM_130468,4
NM_130469.3,NM_130469,3
NM_130470.3,NM_130470,3
NM_130471.3,NM_130471,3
NM_130472.3,NM_130472,3
NM_130473.3,NM_130473,3
NM_130474.3,NM_130474,3
NM_130475.3,NM_130475,3
NM_130476.3,NM_130476,3
NM_130759.4,NM_130759,4
NM_130760.3,NM_130760,3
NM_130761.1,NM_130761,1
NM_130762.3,NM_130762,3
NM_130766.3,NM_130766,3
NM_130767.3,NM_130767,3
NM_130768.3,NM_130768,3
NM_130769.4,NM_130769,4
NM_130770.3,NM_130770,3
NM_130771.6,NM_130771,6
NM_130772.4,NM_130772,4
NM_130773.4,NM_130773,4
NM_130775.3,NM_130775,3
NM_130776.2,NM_130776,2
NM_130777.3,NM_130777,3
NM_130778.1,NM_130778,1
NM_130781.4,NM_130781,4
NM_130782.3,NM_130782,3
NM_130783.5,NM_130783,5
NM_130784.4,NM_130784,4
NM_130785.4,NM_130785,4
NM_130786.4,NM_130786,4
NM_130787.3,NM_130787,3
NM_130788.1,NM_130788,1
NM_130790.1,NM_130790,1
NM_130791.5,NM_130791,5
NM_130792.1,NM_130792,1
NM_130793.3,NM_130793,3
NM_130794.2,NM_130794,2
NM_130795.4,NM_130795,4
NM_130797.4,NM_130797,4
NM_130798.3,NM_130798,3
NM_130799.3,NM_130799,3
NM_130800.3,NM_130800,3
NM_130801.3,NM_130801,3
NM_130802.3,NM_130802,3
NM_130803.3,NM_130803,3
NM_130804.3,NM_130804,3
NM_130806.5,NM_130806,5
NM_130807.3,NM_130807,3
NM_130808.3,NM_130808,3
NM_130809.5,NM_130809,5
NM_130810.4,NM_130810,4
NM_130811.4,NM_130811,4
NM_130830.5,NM_130830,5
NM_130831.3,NM_130831,3
NM_130832.3,NM_130832,3
NM_130833.3,NM_130833,3
NM_130834.3,NM_130834,3
NM_130835.3,NM_130835,3
NM_130836.3,NM_130836,3
NM_130837.3,NM_130837,3
NM_130838.4,NM_130838,4
NM_130839.5,NM_130839,5
NM_130840.3,NM_130840,3
NM_130841.3,NM_130841,3
NM_130842.4,NM_130842,4
NM_130843.4,NM_130843,4
NM_130844.2,NM_130844,2
NM_130845.1,NM_130845,1
NM_130846.3,NM_130846,3
